##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	trim_16_2P.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	8014158
Sequences flagged as poor quality	0
Sequence length	35-101
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.370795409823465	32.0	32.0	32.0	32.0	32.0
2	31.438322778263167	32.0	32.0	32.0	32.0	32.0
3	34.823790721370855	37.0	32.0	37.0	32.0	37.0
4	35.600363881021565	37.0	37.0	37.0	32.0	37.0
5	36.15338654416347	37.0	37.0	37.0	37.0	37.0
6	39.39820727267917	41.0	41.0	41.0	37.0	41.0
7	39.610788556951334	41.0	41.0	41.0	37.0	41.0
8	39.64528039002975	41.0	41.0	41.0	37.0	41.0
9	39.82407309663723	41.0	41.0	41.0	37.0	41.0
10-11	39.757386677427625	41.0	41.0	41.0	37.0	41.0
12-13	39.80102912869948	41.0	41.0	41.0	37.0	41.0
14-15	39.75290847772155	41.0	41.0	41.0	37.0	41.0
16-17	39.573150604218185	41.0	41.0	41.0	37.0	41.0
18-19	39.66365487179065	41.0	41.0	41.0	37.0	41.0
20-21	39.61369797051668	41.0	41.0	41.0	37.0	41.0
22-23	39.640405142998176	41.0	41.0	41.0	37.0	41.0
24-25	39.6892747809564	41.0	41.0	41.0	37.0	41.0
26-27	39.68788212061704	41.0	41.0	41.0	37.0	41.0
28-29	39.67931128884656	41.0	41.0	41.0	37.0	41.0
30-31	39.64061290031966	41.0	41.0	41.0	37.0	41.0
32-33	39.30399288359426	41.0	41.0	41.0	37.0	41.0
34-35	39.15958245395212	41.0	41.0	41.0	37.0	41.0
36-37	39.08174735429378	41.0	41.0	41.0	37.0	41.0
38-39	39.08339712747537	41.0	41.0	41.0	37.0	41.0
40-41	39.41582928794689	41.0	41.0	41.0	37.0	41.0
42-43	39.56167914790224	41.0	41.0	41.0	37.0	41.0
44-45	39.6528694053444	41.0	41.0	41.0	37.0	41.0
46-47	39.63354725610549	41.0	41.0	41.0	37.0	41.0
48-49	39.6005812424778	41.0	41.0	41.0	37.0	41.0
50-51	39.61591215624515	41.0	41.0	41.0	37.0	41.0
52-53	39.68260052722981	41.0	41.0	41.0	37.0	41.0
54-55	39.50008550933991	41.0	41.0	41.0	37.0	41.0
56-57	39.62404473298851	41.0	41.0	41.0	37.0	41.0
58-59	39.564316900257985	41.0	41.0	41.0	37.0	41.0
60-61	39.49371033507469	41.0	41.0	41.0	37.0	41.0
62-63	39.5691813930564	41.0	41.0	41.0	37.0	41.0
64-65	39.52157948301401	41.0	41.0	41.0	37.0	41.0
66-67	39.50065151227433	41.0	41.0	41.0	37.0	41.0
68-69	39.43818997120802	41.0	41.0	41.0	37.0	41.0
70-71	39.486362587110136	41.0	41.0	41.0	37.0	41.0
72-73	39.416296209610266	41.0	41.0	41.0	37.0	41.0
74-75	39.40612338714671	41.0	41.0	41.0	37.0	41.0
76-77	38.85676699737816	41.0	39.0	41.0	34.5	41.0
78-79	39.00116730188405	41.0	41.0	41.0	34.5	41.0
80-81	39.36012393544364	41.0	41.0	41.0	37.0	41.0
82-83	39.4486132014455	41.0	41.0	41.0	37.0	41.0
84-85	39.346881682930096	41.0	41.0	41.0	37.0	41.0
86-87	39.29491215807099	41.0	41.0	41.0	37.0	41.0
88-89	39.29806517626167	41.0	41.0	41.0	37.0	41.0
90-91	39.23177435020192	41.0	41.0	41.0	37.0	41.0
92-93	39.13739637398251	41.0	41.0	41.0	37.0	41.0
94-95	39.01273053126785	41.0	41.0	41.0	37.0	41.0
96-97	38.97384657808265	41.0	41.0	41.0	37.0	41.0
98-99	38.835839019848045	41.0	41.0	41.0	34.5	41.0
100-101	38.485782633073185	41.0	39.0	41.0	34.5	41.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1105	5	-0.5972314667532359
1105	6	-0.8969309373198442
1105	7	-0.857797823260043
1105	8	-0.7681863325060974
1105	9	-0.7545207582129407
1105	10-11	-0.7433075077614006
1105	12-13	-0.06726574532449803
1105	14-15	-0.06360779258294258
1105	16-17	0.03252331638501005
1105	18-19	0.05441495593822765
1105	20-21	0.040524191675814336
1105	22-23	-0.0132384123374365
1105	24-25	0.058662623182080154
1105	26-27	0.008670762615480498
1105	28-29	0.016473594455717944
1105	30-31	-0.019578399660623802
1105	32-33	0.12030192722494348
1105	34-35	0.06925932439468596
1105	36-37	0.021141646572679917
1105	38-39	-0.09298215569248214
1105	40-41	-0.10937761208288777
1105	42-43	0.0025688814758453304
1105	44-45	0.027172152652646275
1105	46-47	0.07021660469486335
1105	48-49	0.12414567359530793
1105	50-51	0.08491429601857448
1105	52-53	0.04414656233662129
1105	54-55	0.161260782628581
1105	56-57	0.023895191011568784
1105	58-59	0.008929920461461904
1105	60-61	0.0964449373689007
1105	62-63	0.05228893415017666
1105	64-65	0.049180569068774105
1105	66-67	0.03899632757094196
1105	68-69	0.14675337806973232
1105	70-71	-1.1617638046601542E-4
1105	72-73	0.08338862869631924
1105	74-75	0.07348470471038837
1105	76-77	0.009864753843473295
1105	78-79	0.148176765874382
1105	80-81	0.11452556332419306
1105	82-83	0.007049707926924498
1105	84-85	0.06301402755497776
1105	86-87	0.07127996223637467
1105	88-89	-0.07852474889502759
1105	90-91	-0.0635716701744613
1105	92-93	-0.05594352399574376
1105	94-95	-0.07698300362836363
1105	96-97	-0.04292784141926376
1105	98-99	0.10926409302891926
1105	100-101	0.12979249587061048
1106	1	-0.29995488453789676
1106	2	-0.3577249109006502
1106	3	-0.6534831405250188
1106	4	-0.6822921063714702
1106	5	-0.4126864957162937
1106	6	-0.7336309498286511
1106	7	-0.7509271266888646
1106	8	-0.6833779241434428
1106	9	-0.630280515316386
1106	10-11	-0.6504499651867803
1106	12-13	-0.32472168117595146
1106	14-15	-0.2393095142366235
1106	16-17	-0.03330874020370089
1106	18-19	-0.07614705387883447
1106	20-21	-0.062291900197131156
1106	22-23	-0.01827796790804115
1106	24-25	0.06966120206890736
1106	26-27	-0.12080957057959552
1106	28-29	-0.08036960155349959
1106	30-31	-0.099441538750078
1106	32-33	0.00979103892105826
1106	34-35	-0.11724149949355933
1106	36-37	-0.13381330493831456
1106	38-39	-0.2436634816597234
1106	40-41	-0.21023562475606639
1106	42-43	-0.19394376141082859
1106	44-45	-0.05619437056627419
1106	46-47	0.04255044562282251
1106	48-49	0.017412669668701142
1106	50-51	0.06550682877108471
1106	52-53	-0.14102635061762214
1106	54-55	0.11196801404844337
1106	56-57	-0.03480216522606838
1106	58-59	-0.06516739194226773
1106	60-61	0.06687710716277451
1106	62-63	-0.047320618496755174
1106	64-65	0.042063598756975296
1106	66-67	0.12506365419197607
1106	68-69	0.030340310448700336
1106	70-71	0.01330070854502452
1106	72-73	-0.03509909348811391
1106	74-75	-0.01925381819712868
1106	76-77	-0.06621638293058396
1106	78-79	0.11408081202252163
1106	80-81	0.03247737428693398
1106	82-83	-0.07517750498606546
1106	84-85	-0.0363932093353867
1106	86-87	0.018793382822750004
1106	88-89	-0.08745035468412254
1106	90-91	-0.1002753539647614
1106	92-93	-0.16359146555304704
1106	94-95	-0.04776003575961596
1106	96-97	0.016636322140527682
1106	98-99	0.06567141893550144
1106	100-101	0.035310125679565374
1107	1	-0.40259592694358304
1107	2	-0.23419887663163053
1107	3	-0.6683010331538242
1107	4	-0.5134021919096341
1107	5	-0.4113758385134574
1107	6	-0.49954571963711913
1107	7	-0.5690929299143477
1107	8	-0.5405394516168229
1107	9	-0.36310016246343935
1107	10-11	-0.4455312315439386
1107	12-13	-0.45265684194228584
1107	14-15	-0.4619275411477517
1107	16-17	-0.10705650786715637
1107	18-19	0.032194855486018525
1107	20-21	0.04159296531450707
1107	22-23	-0.020804698608820615
1107	24-25	0.1409328953344442
1107	26-27	0.0762462813066449
1107	28-29	0.06941502054630888
1107	30-31	-0.09248540955351103
1107	32-33	0.141035700580737
1107	34-35	-0.01090685916126688
1107	36-37	0.06271964062141677
1107	38-39	-0.05465346559465445
1107	40-41	-0.0432027898735754
1107	42-43	-9.009957856278561E-4
1107	44-45	-0.0035481345124139807
1107	46-47	0.11096414066019378
1107	48-49	0.11982587583337079
1107	50-51	0.1016176187996507
1107	52-53	0.01193512764236715
1107	54-55	0.20833125326905844
1107	56-57	0.05068796775304918
1107	58-59	0.12895137090336561
1107	60-61	0.19346119318097976
1107	62-63	0.08587237004129378
1107	64-65	0.06079553709241026
1107	66-67	0.08260078010423655
1107	68-69	0.07876552246127488
1107	70-71	-0.03672943392830774
1107	72-73	-0.01711427441988178
1107	74-75	-0.005772523239663485
1107	76-77	-0.031710915969028974
1107	78-79	0.23383774978405825
1107	80-81	0.09501170061300712
1107	82-83	-0.0862944146989264
1107	84-85	0.04439200738337945
1107	86-87	0.0020552934597333206
1107	88-89	-0.019813002832144377
1107	90-91	-0.056079992503349274
1107	92-93	0.009988507177020267
1107	94-95	0.033393556770519695
1107	96-97	0.008410549394376687
1107	98-99	0.12587822600534793
1107	100-101	0.09973048958516273
1108	1	-0.4696686013291611
1108	2	-0.3032409546030621
1108	3	-0.9857043067543927
1108	4	-0.628770435135273
1108	5	-0.3900683540036951
1108	6	-0.5676556632373746
1108	7	-0.6005259984446027
1108	8	-0.553411514698027
1108	9	-0.39685815832635996
1108	10-11	-0.5238873886494346
1108	12-13	-0.5560551139138994
1108	14-15	-0.6357292542082931
1108	16-17	-0.10546364374842199
1108	18-19	0.040304383271212885
1108	20-21	0.09588116399206825
1108	22-23	0.03563366509556687
1108	24-25	0.15040548286754785
1108	26-27	0.1384581845581394
1108	28-29	0.05133684236666625
1108	30-31	0.06675259679739298
1108	32-33	0.15521337231714227
1108	34-35	0.023515897118130624
1108	36-37	0.1068258267515958
1108	38-39	0.01230185849063048
1108	40-41	0.016248369049577605
1108	42-43	0.08900812231603794
1108	44-45	0.09229971508474222
1108	46-47	0.1032515599052175
1108	48-49	0.2381610650556638
1108	50-51	0.18459646501069216
1108	52-53	0.13334898249731708
1108	54-55	0.3799805597514023
1108	56-57	0.12132338297541168
1108	58-59	0.21035567464596028
1108	60-61	0.2378867977990211
1108	62-63	0.14095864292800542
1108	64-65	0.2250808171139269
1108	66-67	0.25889357131249824
1108	68-69	0.2976584493933032
1108	70-71	0.17503038255823355
1108	72-73	0.14716519077420287
1108	74-75	0.16863424034471564
1108	76-77	0.28098361239940317
1108	78-79	0.3303591785298323
1108	80-81	0.2292436425098714
1108	82-83	0.18930324745108607
1108	84-85	0.20385379851367702
1108	86-87	0.21589126233651257
1108	88-89	0.14625775892039883
1108	90-91	0.08313486781820956
1108	92-93	0.1846566235116569
1108	94-95	0.172516390018707
1108	96-97	0.25053495905601864
1108	98-99	0.3397788407803972
1108	100-101	0.17973094356174357
1109	1	-0.33964431728691835
1109	2	-0.26863441810492006
1109	3	-0.8557718524224711
1109	4	-0.5890826546662353
1109	5	-0.42229154776569544
1109	6	-0.6492203146092237
1109	7	-0.5280572375670758
1109	8	-0.694066228624088
1109	9	-0.40840688531334735
1109	10-11	-0.5645640730655828
1109	12-13	-0.4646574299185602
1109	14-15	-0.4241901665581693
1109	16-17	-0.11266923356944858
1109	18-19	0.04983499004873693
1109	20-21	0.014511293639110079
1109	22-23	0.0609095516914806
1109	24-25	0.10101489172482303
1109	26-27	0.04593249779388486
1109	28-29	-0.10479072323717276
1109	30-31	0.0020035237070104017
1109	32-33	0.05648644376660883
1109	34-35	-0.10203576059087283
1109	36-37	-0.16937389923690915
1109	38-39	-0.23140402840903107
1109	40-41	-0.1849818465148303
1109	42-43	-0.05907052644093369
1109	44-45	0.0055662127140294615
1109	46-47	0.09824455316949354
1109	48-49	0.17196516074112367
1109	50-51	0.14239562127294647
1109	52-53	-0.008908470457249962
1109	54-55	0.20824835940525332
1109	56-57	0.0544812541011197
1109	58-59	0.13917266206543388
1109	60-61	0.10359114591978624
1109	62-63	2.953599610506785E-4
1109	64-65	0.1182931693898368
1109	66-67	0.10194869506464954
1109	68-69	0.20013500918285132
1109	70-71	-0.013541188720516573
1109	72-73	-0.010635679982584634
1109	74-75	0.07407065300538562
1109	76-77	0.28363526116019244
1109	78-79	0.26194419691606896
1109	80-81	0.0886857060044477
1109	82-83	0.1184851737936512
1109	84-85	0.169904224969315
1109	86-87	0.21256796267380196
1109	88-89	0.023971240455203713
1109	90-91	-0.0016763571682929523
1109	92-93	0.03273069039105536
1109	94-95	0.06888164443346767
1109	96-97	0.00896247057142574
1109	98-99	0.18539701163626177
1109	100-101	0.14634577445708885
1110	1	-0.2557390250482925
1110	2	-0.07688558052274885
1110	3	-0.4961353469526344
1110	4	-0.44545120895145374
1110	5	-0.3042506380581216
1110	6	-0.40594969633860245
1110	7	-0.2642346404111464
1110	8	-0.2532023085935009
1110	9	-0.14364155804802436
1110	10-11	-0.12187635954452958
1110	12-13	-0.037181742026206166
1110	14-15	0.07663713114411763
1110	16-17	0.07649942955754341
1110	18-19	0.00891853767395645
1110	20-21	0.0816465118159968
1110	22-23	0.15273574247600408
1110	24-25	0.21511876624536086
1110	26-27	0.19650896607868873
1110	28-29	0.12971377689233066
1110	30-31	0.14708182503531475
1110	32-33	0.2324308697110311
1110	34-35	0.16417854208175697
1110	36-37	0.13648116544153055
1110	38-39	0.1374515587696905
1110	40-41	0.10957556842583926
1110	42-43	0.1863844901259455
1110	44-45	0.14574465738313336
1110	46-47	0.22941523965434385
1110	48-49	0.22637840875874105
1110	50-51	0.21055326651883632
1110	52-53	0.12997344659701326
1110	54-55	0.3459045252456079
1110	56-57	0.1804977556617402
1110	58-59	0.24217909717072672
1110	60-61	0.28313331844136513
1110	62-63	0.15978954684891278
1110	64-65	0.21953779900275805
1110	66-67	0.24548050431643986
1110	68-69	0.21553118544303373
1110	70-71	0.1780510413558858
1110	72-73	0.1206133873056956
1110	74-75	0.17046591478304407
1110	76-77	0.17186210408897296
1110	78-79	0.3024849463994528
1110	80-81	0.18450719119414316
1110	82-83	0.11928345906327564
1110	84-85	0.28113805152489846
1110	86-87	0.2572103657428926
1110	88-89	0.1743736711624635
1110	90-91	0.06489412630622127
1110	92-93	0.13230233944742764
1110	94-95	0.22985835925774012
1110	96-97	0.18053909732336137
1110	98-99	0.2870481343332827
1110	100-101	0.22144923617096168
1111	1	-0.12181825238572941
1111	2	-0.0825578225453718
1111	3	-0.45145295187976586
1111	4	-0.32700436693660606
1111	5	-0.14071327159476255
1111	6	-0.11053860633373347
1111	7	-0.11723015006304394
1111	8	-0.056228802924124466
1111	9	0.06630749823600013
1111	10-11	0.03868024600302533
1111	12-13	0.09195187600924015
1111	14-15	0.03192327802558026
1111	16-17	0.10290899847658608
1111	18-19	0.10632163383483828
1111	20-21	0.15937426443942826
1111	22-23	0.10646697864498122
1111	24-25	0.16223919703904244
1111	26-27	0.16053288667143306
1111	28-29	0.055691272410399506
1111	30-31	0.10135843979339398
1111	32-33	0.2007968983733477
1111	34-35	0.08213190538847925
1111	36-37	0.08638525329370594
1111	38-39	0.06451881191655673
1111	40-41	0.03278365502717406
1111	42-43	0.17769554010831
1111	44-45	0.1979228109617992
1111	46-47	0.19454872461557216
1111	48-49	0.19622699030858115
1111	50-51	0.1108528560145956
1111	52-53	0.07776510567291695
1111	54-55	0.249034543176343
1111	56-57	0.16726115290167343
1111	58-59	0.2565287880793079
1111	60-61	0.17742120669102235
1111	62-63	0.17795525399197487
1111	64-65	0.29658877253527294
1111	66-67	0.2547018365837843
1111	68-69	0.27925536267759554
1111	70-71	0.16937362142474655
1111	72-73	0.20973796242028442
1111	74-75	0.15737279423695583
1111	76-77	0.17919884702340028
1111	78-79	0.2921441809177523
1111	80-81	0.17454105394599395
1111	82-83	0.06532233305576796
1111	84-85	0.18145789790280986
1111	86-87	0.21816794327249767
1111	88-89	0.17892599392496322
1111	90-91	0.13799935244384898
1111	92-93	0.1226132359549652
1111	94-95	0.16934707043496644
1111	96-97	0.19752245574699856
1111	98-99	0.2108216022529561
1111	100-101	0.31681053235471524
1112	1	0.027871077826755908
1112	2	-0.005138365702027414
1112	3	-0.008009949194764943
1112	4	0.016497568576888
1112	5	0.017677097641829675
1112	6	0.15506985761309977
1112	7	0.10657535196589407
1112	8	0.15304616156853967
1112	9	0.14840057456357414
1112	10-11	0.17160032397657687
1112	12-13	0.10255169026579125
1112	14-15	0.13030810845706498
1112	16-17	0.2079777469456019
1112	18-19	0.19124713899992685
1112	20-21	0.19936218837153064
1112	22-23	0.16060577531069242
1112	24-25	0.2595494130084077
1112	26-27	0.19228344436023548
1112	28-29	0.1336735439023755
