##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	32_4G_both_S23_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	11820174
Sequences flagged as poor quality	0
Sequence length	101
%GC	50
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.29441470150947	32.0	32.0	32.0	32.0	32.0
2	31.488320138096107	32.0	32.0	32.0	32.0	32.0
3	35.226987606104615	37.0	32.0	37.0	32.0	37.0
4	36.05964751449513	37.0	37.0	37.0	32.0	37.0
5	36.27077672460659	37.0	37.0	37.0	37.0	37.0
6	39.66192232026364	41.0	41.0	41.0	37.0	41.0
7	39.770554139050745	41.0	41.0	41.0	37.0	41.0
8	39.83314458822687	41.0	41.0	41.0	37.0	41.0
9	40.08178593648452	41.0	41.0	41.0	37.0	41.0
10-11	40.17368636028539	41.0	41.0	41.0	37.0	41.0
12-13	40.17231484917227	41.0	41.0	41.0	37.0	41.0
14-15	40.14577704186081	41.0	41.0	41.0	37.0	41.0
16-17	40.10200129033633	41.0	41.0	41.0	37.0	41.0
18-19	40.10499743912399	41.0	41.0	41.0	37.0	41.0
20-21	40.09844093665626	41.0	41.0	41.0	37.0	41.0
22-23	40.105966714195574	41.0	41.0	41.0	37.0	41.0
24-25	40.08735569374868	41.0	41.0	41.0	37.0	41.0
26-27	40.03081164456631	41.0	41.0	41.0	37.0	41.0
28-29	40.00715945467469	41.0	41.0	41.0	37.0	41.0
30-31	39.96636229720477	41.0	41.0	41.0	37.0	41.0
32-33	39.97538390720813	41.0	41.0	41.0	37.0	41.0
34-35	40.01738087781111	41.0	41.0	41.0	37.0	41.0
36-37	40.008516287492895	41.0	41.0	41.0	37.0	41.0
38-39	39.990419853379485	41.0	41.0	41.0	37.0	41.0
40-41	39.985086133249816	41.0	41.0	41.0	37.0	41.0
42-43	39.95966649898724	41.0	41.0	41.0	37.0	41.0
44-45	39.90976964467697	41.0	41.0	41.0	37.0	41.0
46-47	39.91154927160971	41.0	41.0	41.0	37.0	41.0
48-49	39.913156312250564	41.0	41.0	41.0	37.0	41.0
50-51	39.90732061135479	41.0	41.0	41.0	37.0	41.0
52-53	39.86248569606505	41.0	41.0	41.0	37.0	41.0
54-55	39.86336457483621	41.0	41.0	41.0	37.0	41.0
56-57	39.839601049866104	41.0	41.0	41.0	37.0	41.0
58-59	39.829629200043925	41.0	41.0	41.0	37.0	41.0
60-61	39.8101032184467	41.0	41.0	41.0	37.0	41.0
62-63	39.771456367731986	41.0	41.0	41.0	37.0	41.0
64-65	39.761181857390596	41.0	41.0	41.0	37.0	41.0
66-67	39.743909269017536	41.0	41.0	41.0	37.0	41.0
68-69	39.721837385811746	41.0	41.0	41.0	37.0	41.0
70-71	39.63624613309415	41.0	41.0	41.0	37.0	41.0
72-73	39.64399851474268	41.0	41.0	41.0	37.0	41.0
74-75	39.61301102674123	41.0	41.0	41.0	37.0	41.0
76-77	39.248267791996966	41.0	41.0	41.0	34.5	41.0
78-79	39.33982067438262	41.0	41.0	41.0	37.0	41.0
80-81	39.477436076660126	41.0	41.0	41.0	37.0	41.0
82-83	39.52082245151383	41.0	41.0	41.0	37.0	41.0
84-85	39.49068655842122	41.0	41.0	41.0	37.0	41.0
86-87	39.459002084064075	41.0	41.0	41.0	37.0	41.0
88-89	39.31693763560503	41.0	41.0	41.0	37.0	41.0
90-91	39.336866191648284	41.0	41.0	41.0	37.0	41.0
92-93	39.274281156944056	41.0	41.0	41.0	37.0	41.0
94-95	39.19456071458846	41.0	41.0	41.0	37.0	41.0
96-97	39.18247645931439	41.0	41.0	41.0	37.0	41.0
98-99	38.98100514425592	41.0	41.0	41.0	32.0	41.0
100-101	38.519578984201075	41.0	39.0	41.0	34.5	41.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.18606720275810318
1101	2	0.0014412330409996343
1101	3	-0.2976061370112504
1101	4	-0.07700443996519368
1101	5	0.13957431211263582
1101	6	-0.036791926648206186
1101	7	0.023217430642368697
1101	8	0.009475327841428793
1101	9	0.02774889612526721
1101	10-11	0.05058074311745031
1101	12-13	0.03241948370767744
1101	14-15	0.034950626869594714
1101	16-17	0.03254588518967694
1101	18-19	0.06300372173083701
1101	20-21	0.10423921785939427
1101	22-23	0.05345969780746884
1101	24-25	0.030129764614898136
1101	26-27	0.00968520878051038
1101	28-29	0.06838028334955482
1101	30-31	0.0023723600478291473
1101	32-33	0.05494442294356361
1101	34-35	0.04660542000389256
1101	36-37	0.02128045337829576
1101	38-39	-0.031008328997522483
1101	40-41	-0.024547666710468263
1101	42-43	-0.004435057300618439
1101	44-45	0.026706682420623906
1101	46-47	0.03853817734107423
1101	48-49	-0.006548096408515391
1101	50-51	0.007822248338058557
1101	52-53	0.061595025614018084
1101	54-55	-0.008307076990888618
1101	56-57	0.013290307544068014
1101	58-59	0.017979721442785035
1101	60-61	0.017827639440234577
1101	62-63	0.06485063949385506
1101	64-65	0.106424187127665
1101	66-67	0.048566744882634794
1101	68-69	0.043278873122190475
1101	70-71	0.11314190905870447
1101	72-73	0.13873065358983894
1101	74-75	0.04965093162653744
1101	76-77	0.08609324285578879
1101	78-79	0.14536663923156112
1101	80-81	0.2029528705244914
1101	82-83	0.14965063759353114
1101	84-85	0.1435658398589581
1101	86-87	0.14597193777790096
1101	88-89	0.28246028767372877
1101	90-91	0.3102868763159634
1101	92-93	0.3296796445664114
1101	94-95	0.3162865499907994
1101	96-97	0.2007398293442435
1101	98-99	0.4911070599542242
1101	100-101	0.27245281057244597
1102	1	-0.154835453422276
1102	2	-0.05389566717139971
1102	3	-0.18674833865505036
1102	4	0.026425769352826478
1102	5	0.15146423977793688
1102	6	0.010490885121711813
1102	7	0.03245235835695581
1102	8	-0.015057457155258192
1102	9	0.05641950622766245
1102	10-11	0.06840931621264446
1102	12-13	0.04786359735080481
1102	14-15	0.040956526409360094
1102	16-17	0.11185113086183662
1102	18-19	0.12278495623281316
1102	20-21	0.12422381926313619
1102	22-23	0.1130268619800745
1102	24-25	0.10203248158052247
1102	26-27	0.0962250833805669
1102	28-29	0.11494307269029491
1102	30-31	0.13700577480619813
1102	32-33	0.09956916442779828
1102	34-35	0.07002858328086603
1102	36-37	0.048816261459663224
1102	38-39	0.10206416923556105
1102	40-41	0.06735764710980163
1102	42-43	0.05730957420538374
1102	44-45	0.1280737555033653
1102	46-47	0.09865097691523772
1102	48-49	0.10812897646903963
1102	50-51	0.09706148500782064
1102	52-53	0.11285763577072316
1102	54-55	0.07274023496906779
1102	56-57	0.12683698617523476
1102	58-59	0.09719265267344213
1102	60-61	0.06369866143139546
1102	62-63	0.08663813625278749
1102	64-65	0.05381808992586201
1102	66-67	0.08109466433595713
1102	68-69	0.03215525396313268
1102	70-71	0.12948772809205877
1102	72-73	0.085233359452495
1102	74-75	0.14733663310507694
1102	76-77	0.20089245819014678
1102	78-79	0.11576129653237643
1102	80-81	0.18947048763993024
1102	82-83	0.1631165935195682
1102	84-85	0.14187454295934288
1102	86-87	0.17878387432311627
1102	88-89	0.26113190152238275
1102	90-91	0.33417220276220405
1102	92-93	0.3778684095416409
1102	94-95	0.3847664255536358
1102	96-97	0.2778981955062392
1102	98-99	0.4951257596182259
1102	100-101	0.43946766181374386
1103	1	-0.21475167775895798
1103	2	-0.03165559762291892
1103	3	-0.22080045725134312
1103	4	-0.022016163689897894
1103	5	0.12486951887782283
1103	6	0.0804579263687657
1103	7	0.032793638219317245
1103	8	-0.06591288836931852
1103	9	0.0013394303792324536
1103	10-11	0.04248959050876522
1103	12-13	0.03927112903475205
1103	14-15	0.032784527584674095
1103	16-17	0.04468291179323103
1103	18-19	0.07625727137485683
1103	20-21	0.09906495349164857
