##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	trim_32_2P.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	11468966
Sequences flagged as poor quality	0
Sequence length	35-101
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.23459752169463	32.0	32.0	32.0	32.0	32.0
2	31.35276510541578	32.0	32.0	32.0	32.0	32.0
3	34.97858150420883	37.0	32.0	37.0	32.0	37.0
4	35.476452890347744	37.0	37.0	37.0	32.0	37.0
5	36.04293150751341	37.0	37.0	37.0	37.0	37.0
6	39.27599506354801	41.0	41.0	41.0	37.0	41.0
7	39.51260200788807	41.0	41.0	41.0	37.0	41.0
8	39.53750782764549	41.0	41.0	41.0	37.0	41.0
9	39.689562424372	41.0	41.0	41.0	37.0	41.0
10-11	39.59864616391748	41.0	41.0	41.0	37.0	41.0
12-13	39.67196916443906	41.0	41.0	41.0	37.0	41.0
14-15	39.63418842640217	41.0	41.0	41.0	37.0	41.0
16-17	39.46176882902958	41.0	41.0	41.0	37.0	41.0
18-19	39.53347075926461	41.0	41.0	41.0	37.0	41.0
20-21	39.477459389102734	41.0	41.0	41.0	37.0	41.0
22-23	39.50647351295662	41.0	41.0	41.0	37.0	41.0
24-25	39.54309054539006	41.0	41.0	41.0	37.0	41.0
26-27	39.542437696650246	41.0	41.0	41.0	37.0	41.0
28-29	39.54521000411022	41.0	41.0	41.0	37.0	41.0
30-31	39.48571340258573	41.0	41.0	41.0	37.0	41.0
32-33	39.15774695818263	41.0	41.0	41.0	37.0	41.0
34-35	39.014015343667424	41.0	41.0	41.0	37.0	41.0
36-37	38.9494693262567	41.0	41.0	41.0	32.0	41.0
38-39	38.96319339573502	41.0	41.0	41.0	32.0	41.0
40-41	39.27408341766992	41.0	41.0	41.0	37.0	41.0
42-43	39.40997374262722	41.0	41.0	41.0	37.0	41.0
44-45	39.48980559600223	41.0	41.0	41.0	37.0	41.0
46-47	39.46276558572306	41.0	41.0	41.0	37.0	41.0
48-49	39.42212517561211	41.0	41.0	41.0	37.0	41.0
50-51	39.4277854123559	41.0	41.0	41.0	37.0	41.0
52-53	39.49649223063662	41.0	41.0	41.0	37.0	41.0
54-55	39.315201371822056	41.0	41.0	41.0	37.0	41.0
56-57	39.43634729604093	41.0	41.0	41.0	37.0	41.0
58-59	39.376718864641944	41.0	41.0	41.0	37.0	41.0
60-61	39.30592294454662	41.0	41.0	41.0	37.0	41.0
62-63	39.37644826612366	41.0	41.0	41.0	37.0	41.0
64-65	39.330251164285485	41.0	41.0	41.0	37.0	41.0
66-67	39.31458123904724	41.0	41.0	41.0	37.0	41.0
68-69	39.24514229531485	41.0	41.0	41.0	37.0	41.0
70-71	39.2939059077453	41.0	41.0	41.0	37.0	41.0
72-73	39.22160670604084	41.0	41.0	41.0	37.0	41.0
74-75	39.21075553536649	41.0	41.0	41.0	37.0	41.0
76-77	38.6621935585723	41.0	39.0	41.0	34.5	41.0
78-79	38.81043415321419	41.0	41.0	41.0	32.0	41.0
80-81	39.180072343181756	41.0	41.0	41.0	37.0	41.0
82-83	39.27237332908881	41.0	41.0	41.0	37.0	41.0
84-85	39.17377747149012	41.0	41.0	41.0	37.0	41.0
86-87	39.12336082255561	41.0	41.0	41.0	37.0	41.0
88-89	39.126219236328325	41.0	41.0	41.0	37.0	41.0
90-91	39.05733294321277	41.0	41.0	41.0	37.0	41.0
92-93	38.965070937296865	41.0	41.0	41.0	37.0	41.0
94-95	38.84468442230117	41.0	41.0	41.0	34.5	41.0
96-97	38.81156070314472	41.0	41.0	41.0	32.0	41.0
98-99	38.675632648049245	41.0	41.0	41.0	32.0	41.0
100-101	38.364370137545365	41.0	39.0	41.0	32.0	41.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.4404103378349973
1101	2	-0.4155682415720072
1101	3	-0.9183336163216964
1101	4	-0.8139550683833505
1101	5	-0.7399257273337696
1101	6	-1.1951016197626885
1101	7	-0.5018241900964213
1101	8	-0.17496406184952207
1101	9	-0.017199069844323844
1101	10-11	-0.044834168444786826
1101	12-13	-0.03732758804706293
1101	14-15	-0.038598675225067325
1101	16-17	0.0867259397352953
1101	18-19	0.02838870616189837
1101	20-21	0.06260687555790412
1101	22-23	-0.02389825853064309
1101	24-25	0.007719705031426827
1101	26-27	-0.021542996881670717
1101	28-29	-0.07529967843111507
1101	30-31	0.02861311061672467
1101	32-33	0.2392918997990492
1101	34-35	0.10110946650738128
1101	36-37	0.1432202453240663
1101	38-39	0.05555739193227538
1101	40-41	-0.09010261041532175
1101	42-43	-0.017335405573447815
1101	44-45	-0.027118219800790655
1101	46-47	0.010386957113709627
1101	48-49	0.042533678405582975
1101	50-51	0.042044281374934656
1101	52-53	-0.03171898579691401
1101	54-55	0.11245325990980604
1101	56-57	-0.10584116149603062
1101	58-59	-0.015811890937023065
1101	60-61	0.007603764762464493
1101	62-63	-0.09808862405508023
1101	64-65	-0.05147303558216265
1101	66-67	-0.04234896743017913
1101	68-69	-0.08243101875142855
1101	70-71	-0.054607773920210434
1101	72-73	-0.014459782646589758
1101	74-75	-0.034734888115238505
1101	76-77	-0.11502307450729887
1101	78-79	0.052259587738362256
1101	80-81	-0.032452653451940705
1101	82-83	-0.09377103566186662
1101	84-85	0.002936859059360586
1101	86-87	-0.0681868510756729
1101	88-89	-0.10372957214489276
1101	90-91	-0.1556892623901831
1101	92-93	-0.12499692479824631
1101	94-95	-0.03303275486826607
1101	96-97	-0.09878831835329294
1101	98-99	-0.017958384257852344
1101	100-101	0.11878932694298072
1102	1	-0.3221760884597096
1102	2	-0.46268311393519923
1102	3	-1.0962544636414293
1102	4	-0.8375647865794775
1102	5	-0.9181158842714012
1102	6	-1.190356626242604
1102	7	-0.9420275709491435
1102	8	-0.5986428533641188
1102	9	-0.2180311552784744
1102	10-11	-0.13530397768031577
1102	12-13	-0.11940771767593361
1102	14-15	-0.12408015060061928
1102	16-17	-0.03719947405586055
1102	18-19	-0.01507711055948846
1102	20-21	-0.03680149811271605
1102	22-23	-0.10241319363225188
1102	24-25	-0.048160456958861175
1102	26-27	-0.025829740452508076
1102	28-29	-0.05912444361999292
1102	30-31	-0.031896795489352314
1102	32-33	0.19609565982994326
1102	34-35	0.1353905162997009
1102	36-37	0.08917320313373267
1102	38-39	-0.02716327605406832
1102	40-41	-0.08037581918309655
1102	42-43	-0.0035624343108935363
1102	44-45	-0.05567354871717356
1102	46-47	-0.038253410206941396
1102	48-49	-0.03298170613931717
1102	50-51	-0.04074967798006668
1102	52-53	-0.11887240491964235
1102	54-55	0.1269264459680599
1102	56-57	-0.04986303508880496
1102	58-59	-0.05272659962678716
1102	60-61	-0.033317593036102267
1102	62-63	-0.07556103890537003
1102	64-65	-0.025494581367695446
1102	66-67	-0.028095015627599196
1102	68-69	0.04857382632114593
1102	70-71	-0.11932243633333428
1102	72-73	-0.04921839571972697
1102	74-75	-0.0550096970080034
1102	76-77	-0.3855746484561209
1102	78-79	0.02171299490169787
1102	80-81	-0.034958456462199194
1102	82-83	-0.13395884841993677
1102	84-85	-0.06528408070823133
1102	86-87	-0.0456907960638091
1102	88-89	-0.21145752846775423
1102	90-91	-0.16820180902136883
1102	92-93	-0.235169212890888
1102	94-95	-0.20922383993362104
1102	96-97	-0.2118117412095586
1102	98-99	-0.004296453829404356
1102	100-101	0.005238015004536578
1103	1	-0.4585394853494229
1103	2	-0.4257327664585375
1103	3	-0.9822845128293665
1103	4	-0.7894595042636681
1103	5	-0.7540457375696761
1103	6	-0.8485571233904707
1103	7	-0.8762267940957358
1103	8	-0.7751746483169626
1103	9	-0.349825772862566
1103	10-11	-0.15298464878203788
