##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	32_4G_both_S23_L008_R2_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	11820174
Sequences flagged as poor quality	0
Sequence length	101
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1103	14-15	-0.2792912034128747
1103	16-17	-0.1869628021360441
1103	18-19	-0.14354413720093362
1103	20-21	-0.15625410930707773
1103	22-23	-0.22524874742128276
1103	24-25	-0.16348664057057505
1103	26-27	-0.1472418920667522
1103	28-29	-0.20127279229348005
1103	30-31	-0.18218676282364044
1103	32-33	-0.06730680493631525
1103	34-35	-0.22036350179258335
1103	36-37	-0.2189330757365937
1103	38-39	-0.4004248724427555
1103	40-41	-0.36398732653348986
1103	42-43	-0.3646921767441782
1103	44-45	-0.25155053980832065
1103	46-47	-0.16478672046131493
1103	48-49	-0.13987171784644659
1103	50-51	-0.1079825102768055
1103	52-53	-0.20556227335097077
1103	54-55	-0.03449637973957209
1103	56-57	-0.26874509782363276
1103	58-59	-0.1846208687451849
1103	60-61	-0.13212051728214647
1103	62-63	-0.180089538624415
1103	64-65	-0.14402526665665505
1103	66-67	-0.12454259700574966
1103	68-69	-0.15930822161944036
1103	70-71	-0.21166539547657237
1103	72-73	-0.26018586653857767
1103	74-75	-0.30354837969034065
1103	76-77	-0.2516521917411083
1103	78-79	-0.049721348228942475
1103	80-81	-0.15237755082918625
1103	82-83	-0.24310489491066534
1103	84-85	-0.18110612590669461
1103	86-87	-0.12894422380485082
1103	88-89	-0.2650215565501526
1103	90-91	-0.33957838592625933
1103	92-93	-0.23669991169381177
1103	94-95	-0.2892470457371701
1103	96-97	-0.30890361574144976
1103	98-99	-0.23162344773355414
1103	100-101	-0.40477863332041153
1104	1	-0.34123557454498865
1104	2	-0.5051317499828265
1104	3	-1.0857592265047842
1104	4	-0.8808454953712115
1104	5	-0.7960479420131819
1104	6	-1.1699482719281704
1104	7	-1.0734600803587213
1104	8	-1.0415243129704663
1104	9	-0.8069229763550041
1104	10-11	-0.47909973296680164
1104	12-13	-0.18970493978785186
1104	14-15	-0.10280082621637376
1104	16-17	-0.11367683108296944
1104	18-19	-0.08077515178452188
1104	20-21	-0.09180561141069887
1104	22-23	-0.0509869001665848
1104	24-25	0.04938555435042957
1104	26-27	0.01746241176788743
1104	28-29	-0.009483853606013781
1104	30-31	-0.03921916581554541
1104	32-33	0.1763639864849722
1104	34-35	0.0067797481732583265
1104	36-37	-0.04190999609956947
1104	38-39	-0.07980564260692802
1104	40-41	-0.07745009123621571
1104	42-43	-0.004459735276022059
1104	44-45	0.0618525221133055
1104	46-47	0.09838511002289607
1104	48-49	0.11738940135042242
1104	50-51	-0.0301089591696595
1104	52-53	-0.042632652953933814
1104	54-55	0.09062572799803803
1104	56-57	-0.07516006223310256
1104	58-59	-0.015496383773019318
1104	60-61	0.07670198344352741
1104	62-63	-0.025470807076530377
1104	64-65	-0.04005473430430584
1104	66-67	0.003240813608663018
1104	68-69	0.06856835456457588
1104	70-71	0.04449352506723869
1104	72-73	-0.008363172751813863
1104	74-75	0.01061494522942752
1104	76-77	-0.056581809418972284
1104	78-79	0.11871612139282917
1104	80-81	-0.026729453602534647
1104	82-83	0.0011557864998010814
1104	84-85	0.016087588459427593
1104	86-87	-0.023895030616642998
1104	88-89	-0.08003989055535499
1104	90-91	-0.12077772013743271
1104	92-93	-0.1041043345601338
1104	94-95	-0.11096533018548627
1104	96-97	-0.17371564970116538
1104	98-99	-0.004416977060145655
1104	100-101	-0.0658184304159306
1105	1	-0.3425000545303938
1105	2	-0.5054733698270866
1105	3	-1.1024386491216305
1105	4	-0.8758598454580522
1105	5	-0.9106421381701324
1105	6	-1.2615648754185997
1105	7	-1.1495166833520543
1105	8	-1.1271281304421024
1105	9	-1.0285238370316705
1105	10-11	-1.0504008654180552
1105	12-13	-0.3367677697703897
1105	14-15	-0.2964474211526067
1105	16-17	-0.22628626638648797
1105	18-19	-0.1565942055601397
1105	20-21	-0.19766383866645043
1105	22-23	-0.1764100704216034
1105	24-25	-0.17974490141624955
1105	26-27	-0.21468822143361876
1105	28-29	-0.2550006299302865
1105	30-31	-0.2578470366096255
1105	32-33	-0.044945048798794573
1105	34-35	-0.0809020491144139
1105	36-37	-0.06282750906211021
1105	38-39	-0.17030460059721264
1105	40-41	-0.19580411442076695
1105	42-43	-0.22945677394576336
1105	44-45	-0.22901209008117007
1105	46-47	-0.14684529129172574
1105	48-49	-0.1068159211662092
1105	50-51	-0.07894058091302725
1105	52-53	-0.1671493588562143
1105	54-55	0.022095224885795517
1105	56-57	-0.16650184766901788
1105	58-59	-0.12313586412446398
1105	60-61	-0.09490261884758411
1105	62-63	-0.2252739245921873
1105	64-65	-0.22761517954553057
1105	66-67	-0.22168954825964704
1105	68-69	-0.08006569011654108
1105	70-71	-0.19692319711209905
1105	72-73	-0.10587006032210411
1105	74-75	-0.127188286239857
1105	76-77	-0.16744565793485577
1105	78-79	-0.10616963750300101
1105	80-81	-0.17118361231727164
1105	82-83	-0.17410941102566113
1105	84-85	-0.12524961169092563
1105	86-87	-0.1252558748062853
1105	88-89	-0.28688315785271357
1105	90-91	-0.2703062526124995
1105	92-93	-0.21800396619457274
1105	94-95	-0.3079017782347364
1105	96-97	-0.32221872448510425
1105	98-99	-0.27673860873758116
1105	100-101	-0.32108071517802017
1106	1	-0.2580544027933982
1106	2	-0.4912340990598949
1106	3	-0.7306603563822804
1106	4	-0.700584754222433
1106	5	-0.6120241578595369
1106	6	-0.7339063160236066
1106	7	-0.8188183819662953
1106	8	-0.8577505227815436
1106	9	-0.8176395184267449
1106	10-11	-0.8212022947456177
1106	12-13	-0.39212663080581933
1106	14-15	-0.24677739922457675
1106	16-17	-0.05868236684559491
1106	18-19	-0.09082662750705595
1106	20-21	-0.012157189000269852
1106	22-23	-0.12767324066221164
1106	24-25	-0.02036125518473142
1106	26-27	-0.09854151276048384
1106	28-29	-0.14230032688439564
1106	30-31	-0.2182938697786625
1106	32-33	-0.10207832419895624
1106	34-35	-0.1292072963817006
1106	36-37	-0.1675734020889692
1106	38-39	-0.2525918128251874
1106	40-41	-0.2388487319620083
1106	42-43	-0.1693237841356492
1106	44-45	-0.15843500072718086
1106	46-47	-0.1729715448591378
1106	48-49	-0.07047040696780016
1106	50-51	0.05144905273060374
1106	52-53	-0.13709835039448848
1106	54-55	0.020149326490077613
1106	56-57	-0.1595531516995763
1106	58-59	-0.04639383513651296
1106	60-61	-0.06229189367655863
1106	62-63	-0.14153643285982298
1106	64-65	-0.09004331471845006
1106	66-67	0.0028977165045276365
1106	68-69	-0.14923492737467825
